Customer ID,Name,Email,Phone Number,Age,Gender,Address,City,State,Zip Code,Product ID,Product Name,Category,Price,Quantity Purchased,Transaction Date,Payment Method,Total Amount
0179d1b3-9a9b-47fe-b02a-2b200ce3c7b1,Howard Evans,mary31@example.com,001-273-785-7180x2864,69,Male,"15905 Jonathan Roads Apt. 643, Michellehaven, WI 42950",Wallaceberg,Oklahoma,41648,62583332-b88c-4039-922d-dfa344ba4550,Morning Concern,Clothing,269.3,9,2024-04-21,Cash,2694.54
ff4ab78b-adec-49f1-9a7f-feb03681b64f,Samantha Walsh,steelevincent@example.com,(428)298-7987x2230,31,Male,"86327 Miles Brook Apt. 686, Welchtown, OR 55764",New Melissa,Louisiana,18367,e6e9e8d4-82ee-462f-9c3b-832990993bad,Set Exactly,Groceries,260.36,1,2024-04-20,Cash,2087.93
b9cd22a0-850a-4423-a8c7-e58906ffa7dc,Matthew Ochoa,victoriathompson@example.org,+1-368-739-4244x560,52,Male,"4862 Aguilar Stream, East Jenniferbury, LA 56661",South Kristentown,Arkansas,67157,f7f797b6-6bb3-47a1-8ae8-c0659435194f,The Just,Home,373.6,3,2024-01-03,PayPal,3772.49
48a1db30-205f-44e0-92c3-cb678d98a2eb,Michael Hensley,wagnersamuel@example.net,8097920339,30,Male,"06702 Collins Lodge Apt. 128, Evansmouth, PA 25111",North Ryanshire,Ohio,63974,d77dcb37-5428-42c9-944e-8b42c7cc09b8,Speak Many,Electronics,396.68,7,2024-05-22,Credit Card,2612.67
376db20e-a71c-4dee-91c4-9f54a9d6006f,Tracy Spencer,hbrown@example.net,001-351-766-4262x9587,58,Male,"48522 Sanchez Lodge Suite 763, North Jessicashire, VT 87556",New Carlosborough,West Virginia,48945,82d1846f-d238-46a2-b8a1-83f4ff43e556,Development Care,Groceries,387.98,7,2024-05-07,Credit Card,2111.76
34842b43-fd25-4c45-8113-ee622cb3417d,William Cunningham,tanyacummings@example.org,+1-351-544-0953x23310,38,Female,"7182 Cowan Rest Suite 063, North Jennifer, CO 23087",Roseberg,Pennsylvania,32002,874e61bc-0b83-4cb8-b413-69c4e1d6258e,Property Sing,Beauty,354.79,8,2024-05-30,Cash,1542.1
40e551bc-dfe8-4a00-9da0-66addcd7d7af,Carl Morgan,michaelwilliams@example.org,863.729.8467,34,Male,"591 Douglas Summit, Ashleyfurt, GU 40837",West Lisaside,New Hampshire,93408,6a429088-d73d-4ff3-9489-46171d3eddb0,How Customer,Beauty,73.42,2,2024-02-26,Credit Card,2520.05
7093599c-20ff-4e8d-92df-86efb6b94e38,Michael Sanchez,kimberly46@example.org,001-319-743-2079x6082,37,Female,"9026 Sullivan Brooks Apt. 981, Sarahburgh, MS 41641",North Jenniferchester,Massachusetts,36196,8f5791f2-60b2-4766-a938-3cb150f789fd,The Hair,Clothing,448.08,5,2024-06-09,Credit Card,1194.48
8aec04fd-337c-4b76-bd40-54a8b041a689,James Cortez,lukemeadows@example.org,001-667-479-0565x1029,62,Male,"97640 Craig Extensions Apt. 665, Pagehaven, MP 74693",West Jillburgh,South Carolina,85321,e85c9c43-871c-4bb0-bd61-c8f03356a31a,Miss Manager,Clothing,496.08,7,2024-01-01,Cash,247.51
d4fb902c-d1e8-49af-8265-84e98728bb5f,Kelsey English,pguerra@example.org,(250)355-1877,62,Male,"0708 Chandler Mission Suite 946, East Lindsaychester, SD 45159",Johnsonfort,Indiana,80453,4eb31293-769a-498b-9600-c42ba47e2b42,Company Hair,Home,127.66,5,2024-01-09,Cash,18.03
bae605c1-185c-426a-afff-1120c36986b2,Rebecca Miller,phowe@example.com,(468)385-5307x6942,62,Male,"9058 Gibson Coves Apt. 811, West Stevenmouth, WA 11881",Michellehaven,Louisiana,10369,3aa92c98-0f29-4f72-a31c-28d64ef60e33,Here Rock,Groceries,242.83,2,2024-07-13,PayPal,4898.16
7093b29d-cbb7-4637-a457-bcd1a070d234,Angela Martinez,tammy22@example.net,964.861.5777x07421,34,Male,"88198 Wilson Shoal Suite 104, Jacksonville, FL 07499",East Gina,Rhode Island,14559,b331133c-1dda-4c57-a881-456ab1e13600,Hit Fund,Groceries,300.99,2,2024-03-05,Cash,3442.03
e85375c0-970e-416d-adc5-30c7f823e5da,Evan Cooper,chapmanpamela@example.net,(875)233-6948x1444,21,Female,"6759 Lori Valleys Apt. 825, Kyleland, TN 68754",West Deborah,Georgia,08406,011d49ca-4911-43a8-b8ef-fd6696e87972,Buy Around,Electronics,341.84,1,2024-03-27,Cash,1943.18
2a35d0a6-1542-4d7b-a881-d3b349c2a5af,Jeremy Smith,joseph10@example.com,+1-253-611-4872x00499,53,Male,"86599 Hughes Dam Suite 954, Smithmouth, MS 37906",Andersonview,Indiana,20916,df74eec4-5c09-4969-89a6-7300e54b41b0,Sometimes Ready,Beauty,252.61,10,2024-07-15,PayPal,530.15
a2d606db-df15-463d-a851-bdd356222c24,Lisa Lee,daniel87@example.com,8733183626,40,Female,"1794 Baker Islands Apt. 252, Kevinville, GA 17361",Sellersborough,Delaware,85997,812de51e-7802-4ed1-bfed-fc24fb0d7eb2,Hospital Meeting,Clothing,413.6,7,2024-07-11,PayPal,3094.97
2408e71f-09df-4ae5-95b0-f2b357b47a5f,Kimberly Hays,tiffany33@example.com,399-291-8136x0722,19,Male,"3471 Nicholas Cove Suite 819, New Robert, CA 43067",Markborough,Wyoming,56914,5390409c-60f1-415b-bf7a-9548637903a5,Others Face,Groceries,76.07,1,2024-08-10,Cash,3256.21
00d7780e-862b-4648-9633-2cd5613cc148,Jacob Allen,diane13@example.net,001-817-884-4880,45,Female,"4040 Daniel Burg, Howardmouth, DE 78344",Samuelburgh,Maryland,47614,0e15f051-fe84-4d22-a73d-be2c16ecc6c2,Article Laugh,Beauty,96.99,10,2024-06-03,Credit Card,3147.3
7f54ff1f-0029-432c-9570-85268c2bd23f,Michael Ellis,swhite@example.net,532-627-3055x8497,70,Male,"USCGC Ray, FPO AP 88499",Lake Jeffreyburgh,North Carolina,11293,bcf82878-7a66-4eb0-b25d-3c907c73758d,Tree Suffer,Groceries,8.88,10,2024-04-13,Cash,2483.27
ece3feed-9db4-490d-812d-6a6eef4401db,Natalie Woods,dianepaul@example.org,651-413-0909,19,Male,"9568 Mark Plains, Rebeccamouth, NY 45157",New Amy,North Carolina,53345,efaa5998-6c6c-4af7-98a1-dceabe4c897c,Turn Case,Electronics,315.93,7,2024-07-01,Credit Card,1177.02
8b784e8f-2f3a-45aa-b62b-2a857ac43bcc,Jesus Edwards,richardtroy@example.net,5817502138,30,Male,"32930 Burton Forges, Sheilachester, ME 69209",Wattschester,Nebraska,58229,51631434-b303-4c3e-a6ef-925052eb7800,Few Piece,Groceries,269.99,1,2024-01-06,Cash,3358.41
e6654598-4222-4fee-91fe-96d838073c74,Dr. Paula Avery,jesserose@example.org,(265)441-8934x618,35,Male,"590 Wu Vista, East Kimberlytown, AL 48938",Thomasberg,Louisiana,86685,f8dc4bbe-3b43-4a21-9590-9af27d0be421,Feeling Fill,Electronics,18.1,5,2024-08-16,Cash,2718.94
165f5cb9-220c-41a1-9689-a0d319476243,Elizabeth Ferguson,yyoung@example.net,929-628-6197x398,60,Female,"637 Davis Wall, North John, WV 72663",Tommyton,North Carolina,93510,a38c8595-1c4a-4083-815c-e5046fba5b44,Wall Score,Clothing,285.09,8,2024-07-21,Cash,4340.63
125a8f72-e54c-47a7-ace9-a004a9ba1ead,Robert Collins,cmcdonald@example.net,+1-642-280-8709x263,38,Male,"008 Amber Meadows, Lake Madelinemouth, VA 36468",Thomasmouth,Rhode Island,70650,5c127345-94d8-4a0a-a701-d6dd0beda825,Benefit Care,Home,347.46,3,2024-03-15,Cash,2171.56
c66a6a95-52e4-4ffc-8bbb-3250b23a34c2,Sylvia Robinson,wpatel@example.org,(657)558-7532x624,25,Male,"543 Jennings Rue Suite 681, North Brianna, NE 65025",North Earl,Louisiana,58619,6875f5b0-6937-4edb-ae65-7c6536a6729b,Arm Also,Electronics,356.63,1,2024-06-22,Credit Card,90.98
e115c7d6-6cea-437c-92f1-a8d204fd92fa,Ann Montgomery,cardenasbruce@example.com,438.991.1691x221,61,Female,"6565 Steven Station Apt. 318, New Loretta, NH 18226",Amberborough,Minnesota,96002,38d06fed-f947-4e69-bb68-6da8716ffa16,Huge Similar,Clothing,115.49,4,2024-06-21,Cash,3196.74
998d2288-cfb3-4fc0-a2df-e6a805d84f05,Theresa Hamilton,yeseniabennett@example.org,(257)484-2136,36,Female,"569 Carlos Mission Apt. 290, Bonillaville, WY 61295",Gutierrezshire,Vermont,72174,8b9e4ad9-c9f1-4e79-bbcd-89af1ac80262,Senior Physical,Beauty,208.52,9,2024-01-30,Cash,4209.91
43a6b2ee-c956-4cc0-8fb2-1c81125b36fe,Robin Jenkins,fbennett@example.net,736-781-1015x6616,37,Male,"9868 Jeremy Brook Suite 869, New Sarahfort, VI 69657",North Alexandra,Maine,82196,06e335fb-de0a-4416-bb9f-0d10f25d995a,Care Really,Beauty,202.15,9,2024-05-16,Cash,1909.76
d83fc462-62ce-497f-9915-9a82ab511e73,Courtney Mayo,ppeck@example.net,775-758-5524x7255,22,Female,"PSC 3152, Box 9537, APO AA 28290",Figueroaville,Texas,00697,1e1f9576-6f67-4601-839b-f7f9e47a797b,Service Conference,Home,184.39,4,2024-02-26,PayPal,2943.39
68a12e61-c180-4cda-bb47-bf50e9bf9e56,Christopher Smith,dennis94@example.org,402-240-0813,23,Male,"Unit 0015 Box 1390, DPO AP 31359",Lake Brenda,Montana,79672,2a4c0c48-6637-41d1-bfa4-28b06ff200f7,Case Even,Electronics,361.33,4,2024-03-13,Credit Card,490.73
7130ca9b-c9a2-412a-aaa3-9ef1505165fa,Pamela Bennett,katelyngutierrez@example.net,736.275.1564x63702,39,Female,"9901 Zamora Locks Suite 860, West Tylermouth, GA 66842",West Bruce,Kentucky,96077,6aa1c56f-1fcb-4c19-8897-8edaf37d0e67,Realize History,Home,218.43,5,2024-03-02,Credit Card,2989.79
a7d0519c-106d-4956-91ce-5cd00716bd93,Michelle Smith,pjohnson@example.org,+1-429-876-3903x934,35,Female,"926 Anna Unions, Sanchezland, VT 39433",Port Jimmyside,Ohio,26927,83220d16-9500-4957-958b-7cd627f65db8,Firm Bank,Clothing,145.96,8,2024-02-08,Credit Card,2564.58
c536957e-00f7-4d97-8c39-af37f8cf2e7e,Tony Wilson,jeffrey61@example.org,001-604-431-1276,46,Female,"270 Joshua Pass, Lake Patrickmouth, WA 06248",West Nicholas,South Carolina,40106,a1621a3a-286a-4330-a823-e8d268b1d1f8,Nation Soon,Electronics,316.6,5,2024-07-07,Credit Card,1933.82
205a7f06-b93b-495a-83e9-b16e31d954af,Margaret Sparks,armstrongariel@example.org,448-509-8043x581,66,Male,"297 Sanders Points Suite 817, Grayside, MP 96143",Allenmouth,Idaho,92102,c9bdfced-f655-4a39-8b20-cc23ef490440,Sister Hit,Groceries,7.25,2,2024-07-05,Credit Card,4860.32
0b65dc23-47d0-444b-9276-f16630701d18,Lisa Schroeder,brian91@example.com,6479793040,50,Female,"41676 Henry Walks, Richardmouth, PR 14465",West Troyfort,Connecticut,69628,fa259a41-af85-4481-93b5-60e2dfe25a54,Natural Full,Clothing,94.27,6,2024-06-25,PayPal,1942.17
a15fc340-d739-4bc9-8336-396d941fcd18,Jason Thomas,milleramy@example.org,857-389-8914x701,43,Female,"61383 Benjamin Cape, Perryborough, TX 02597",West Katrinaview,Vermont,86484,3fa56cf6-87f2-40cb-b763-2c52c18bb941,Relationship Only,Electronics,385.45,6,2024-06-22,PayPal,2300.92
9098a3a5-42bb-424d-a18e-5dbe9282107e,Karen Sherman,katherineanderson@example.net,001-572-685-7889x96653,31,Male,"6529 Kimberly Park Suite 592, Jenkinsland, WV 43992",Gonzalezhaven,North Carolina,58138,33c35ddb-fea0-4b2a-ae1d-1c2819f97d89,Style Already,Groceries,375.97,5,2024-01-22,PayPal,3975.63
e55e3c05-7ab5-438d-86dc-66289d056dc9,Andrew King,megan64@example.net,(832)597-0241,37,Female,"126 John Rue Suite 004, East Anthonystad, NE 61984",Port Aprilville,New Hampshire,37775,6ef271cc-026f-427b-8c8f-a681d12e039a,Wife Similar,Clothing,178.39,5,2024-05-26,PayPal,734.64
891bccec-201f-4b29-a5c5-4c8e3cd04178,Luis Howard,austin20@example.com,+1-940-946-7889x666,70,Female,"360 Taylor Neck, Ashleyhaven, IN 35352",Mcneilfurt,Vermont,35071,a2f6418d-9b48-43e4-ab78-7423b7dbe015,Military Each,Beauty,206.85,10,2024-07-30,Credit Card,3996.28
cb248ba3-9185-4ccc-8475-22bafab43595,Susan Gomez,kingphillip@example.net,(629)459-6296x35388,68,Female,"5768 Hurley Views, Woodsberg, OK 61486",South Paul,Massachusetts,98724,dac8e968-78e9-4968-965e-b43f8e786e61,Upon Read,Groceries,498.47,10,2024-08-14,Credit Card,3656.99
acc3abd5-c4c2-4b2c-bde7-de84993c7f47,Amanda Walker,lisamanning@example.org,(569)919-6788,34,Male,"787 Kenneth Forge, Charlesview, PR 14115",Port Michael,Maryland,59437,5c93ca2f-a217-4877-a820-c1f770f0ea72,For How,Groceries,29.09,4,2024-03-27,PayPal,4976.92
dd254b68-3606-4f55-b08c-97378e4094c5,Scott Ramirez,john29@example.com,886.613.2483x7950,35,Male,"83209 Mills Locks Apt. 915, Harrisfurt, WY 07664",Lake Lindseyton,Washington,77141,519db667-086b-47cf-b1c4-7c9dc4c22aa7,Drop Management,Electronics,472.28,3,2024-04-18,Cash,2265.55
d0437d31-7d05-448f-9ca9-39a390563c52,Michelle Thompson,rileykarl@example.com,389-771-7893x053,44,Male,"2136 Scott Plaza, Johnsonfort, MA 82526",Colemanburgh,Arkansas,74007,88be5212-c280-4356-90cc-57899c021458,Middle All,Groceries,418.8,6,2024-01-11,Cash,77.16
f4b1b41e-7766-45fa-b489-9a72bbf0ffe5,Beth Murphy,ffleming@example.net,(682)342-2880,29,Female,"19719 Garza Club, Lake Nicoleton, NV 54344",Alvarezmouth,Michigan,09285,93ff700c-d73b-43d6-b206-eb5c38a64953,Character Much,Clothing,345.5,5,2024-05-25,Cash,1434.24
9e133d5d-b2ce-4132-a24a-56b9a189a0ba,Alex Walker,cherrylaura@example.net,001-978-285-0529x550,65,Male,"249 Aaron Forges, Ortizborough, VA 28217",Loveburgh,Oregon,14249,313053a8-6c79-4a92-b424-921d2f59b5b0,Person Interest,Clothing,188.73,10,2024-01-29,PayPal,3002.25
0b304955-b340-48cd-a4d2-b0438bc1cf46,Robert Martin,craig75@example.org,(717)585-3068,36,Female,"85740 Aaron Camp Suite 711, Justinchester, FM 29159",Mccoyburgh,Florida,75900,c03fbaf3-3db0-4d91-bf4e-c47496dc5b4b,Pick Relationship,Beauty,39.05,6,2024-01-31,PayPal,1255.02
ff1c7786-54be-4c76-bc73-4df127065ab1,Miranda Graves,rwoods@example.com,(502)239-8760x5329,33,Male,"62855 Miller Cliff, North Jared, TX 41331",New Jacqueline,Ohio,63731,a54bf93e-fa63-4646-b266-f0f52baf7d90,Drop Another,Electronics,89.98,8,2024-03-22,Cash,947.02
af56be5b-96c0-4729-b551-f99f4d4800b7,Melissa Stephenson,carrollmary@example.net,9133892706,28,Male,"768 Diane Crossroad Apt. 274, North Peter, WY 90525",Jenniferstad,Washington,07445,3bb5cfb7-16e3-4fca-b24a-0059daeaaff6,Page Send,Home,60.66,7,2024-07-04,PayPal,4424.11
229e64a1-4108-4b1b-96aa-5af434e207cc,Christopher Anderson,stevenbrown@example.net,001-941-637-2290x57137,29,Female,"406 Reyes Knolls, Port Michaelside, KY 04760",Lake Ryanton,Oklahoma,82520,55bb7179-b23a-44b0-87a4-305b2d3c0745,Team Risk,Groceries,130.11,10,2024-05-22,PayPal,3754.96
1a61060f-dace-4496-b310-7d52fb4ed83b,Frederick Ortiz,thomas13@example.org,+1-357-515-2794x73734,26,Male,"272 Melissa Knolls, Lake Jonathan, GU 25938",East Emmaville,Wisconsin,80487,06964fbf-f66e-4356-ab9b-265718da6bca,War Senior,Beauty,381.2,6,2024-01-09,PayPal,908.08
a8c9754d-94de-4097-9f86-29e8e5c8b2b9,Daniel Franklin,barryrobin@example.com,001-604-362-7089x735,30,Female,"41010 Coleman Stream, South Christineberg, SC 64682",Joelland,North Dakota,97781,72d56dcf-c6b9-419e-a126-f1cafb1ec25b,Relationship Home,Beauty,257.48,10,2024-04-29,PayPal,3995.58
adf5312a-7b0e-4984-b231-8c8aa7082183,Julie Robles,michelle06@example.com,001-696-570-0583,69,Female,"167 Ortiz Trace, Lindabury, ME 90870",Collinsstad,Utah,85895,52d068ce-a4ce-48e8-aa72-534126f39f53,Indicate All,Electronics,429.99,7,2024-08-17,Credit Card,139.47
7f8c7deb-7e7d-4495-8e12-5f933752aa98,Brett Chavez,smithshane@example.com,+1-846-841-2715x00042,42,Male,"515 Landry Squares Apt. 749, West John, AK 54238",Hollowaymouth,Massachusetts,68340,952bdd45-e5cf-4c95-965e-9c5e7d60c6c5,Think Oil,Beauty,245.34,2,2024-03-26,PayPal,610.02
520d5a05-6786-4868-b580-b688cc161d96,Eric Stevenson,fisherjoanna@example.net,599.354.5092x355,62,Female,"836 Michael Trail, Lake Benjaminland, FM 15684",East Lance,South Dakota,23521,cc3fe3ce-a2dc-4f5e-a734-34b1c02f7f90,Clear Push,Home,386.92,10,2024-05-22,PayPal,1048.52
de0daa6f-220b-4536-a4de-562153000419,Isaac Roman,cstephenson@example.org,(620)298-3506x89597,38,Female,"097 Black Harbor Suite 552, Maldonadoview, PR 75072",North Haileyborough,Pennsylvania,90376,f1c6553d-c455-4783-bd81-cb1ff4c6c477,Sea Treat,Groceries,107.64,8,2024-05-29,Cash,2430.64
b86850f2-5986-4154-95e4-59f36421d218,Kim Elliott,qmorgan@example.com,(630)656-7842x978,43,Female,"3104 Vickie Union Apt. 291, Jamesborough, RI 48739",Mahoneyville,Hawaii,83591,83fa35e3-c7c3-492e-b16a-ec4b125da0fc,White Debate,Electronics,348.74,7,2024-01-04,PayPal,2903.1
f6b2b4e3-39f9-4954-be0d-4dd735e0a469,Cheryl Shannon,sotostephen@example.org,+1-277-896-9935x227,25,Male,"Unit 7417 Box 6749, DPO AE 62297",Nguyenbury,Connecticut,98066,79e1337b-29f7-4313-a440-e2cde9e572fc,Street Staff,Clothing,52.82,4,2024-08-08,PayPal,4451.46
52d3f306-be9e-46cf-b48c-0264f5e65024,Jeanette Carlson,james58@example.net,600-966-5851x313,28,Male,"62009 Brown Fords Apt. 711, North Daveton, FL 72785",Taylormouth,Idaho,19191,2e090dcc-6734-4aad-ad08-a3f2f4b251bf,Notice Other,Electronics,46.39,1,2024-06-29,Cash,4731.29
50a7e351-015b-4ec6-b7ee-9d16fafff3ce,Adam Matthews,douglas16@example.net,(552)926-5855,29,Female,"7592 Washington Locks, Port Sarah, AS 07921",Whiteton,Hawaii,52985,a3c5c633-c5c1-4cce-8789-00453a42abce,Gas Indeed,Clothing,90.68,7,2024-06-05,Credit Card,1193.05
b349a923-ef60-4e7d-8943-9b6d50f4c4a2,Marie Gross,kramermark@example.com,001-608-443-0854x5035,39,Male,"3015 Palmer Field, Priceland, ME 42916",South Feliciaport,New Mexico,23035,3534abca-306f-48f5-8caf-ed39cc7be169,Network Traditional,Clothing,71.06,7,2024-05-06,PayPal,383.23
8510140b-7d32-4083-9c47-177b7bc25639,Stephanie King,stucker@example.net,202.858.5688x0643,65,Female,"46752 Davis Heights, Lake Jacobborough, IL 06521",Dustinside,Pennsylvania,93949,a96e6d7c-1f1a-4c3b-ae38-1cb84eab5068,Contain The,Home,317.11,4,2024-03-22,PayPal,4943.54
e7a5f710-fb73-4e31-90ee-b2a453b30841,Jennifer Brown,anthony01@example.com,001-317-949-8875x05332,21,Male,"Unit 1610 Box 5529, DPO AP 02519",North Kaitlin,Virginia,19869,770b675e-d46d-42a8-859c-e1bb284a18ef,Sister Out,Beauty,98.36,5,2024-07-28,Cash,2912.48
15ebec5f-699b-45a3-bfbd-35208551ecd3,Mark Russell,popeshawn@example.com,+1-517-320-5742x7364,70,Male,"69715 Joshua Plains Apt. 741, South Jacob, NY 13985",Hortonfurt,South Dakota,90415,594c6727-41d9-4290-b9bf-1395b717ab2c,Best Pass,Home,198.04,9,2024-05-29,Cash,4044.88
4eaed420-b38d-432b-9d7d-2c427697b99e,John Cook,patriciahicks@example.net,+1-753-363-9702x2942,44,Male,"9197 Kenneth Flats, Garciaport, FL 68438",South Robin,Kentucky,90922,5bcaae9c-fe94-4684-a36e-5c5ab96a8af0,Affect Tv,Clothing,46.56,8,2024-03-19,PayPal,4571.6
59afe699-834f-4a07-b856-f9459e972b17,Kari Becker,erin02@example.org,(756)276-1985,47,Male,"191 Carlos Cliff, New Williammouth, WA 07151",New Robert,Hawaii,64179,e677570c-043d-4a51-9808-4dc40306ebc6,Ten Bit,Groceries,412.4,6,2024-06-26,Cash,1313.17
617b73c7-5c33-4536-8f31-3ce0fb1dca1a,William Grant,cabreratammy@example.com,(533)239-7187,18,Male,"USNV Melton, FPO AP 42731",Dannyview,New Mexico,68803,0b5fee70-e430-4126-a550-0b8648514c76,Community Point,Beauty,416.94,6,2024-08-16,PayPal,2865.06
131a0736-403a-49cc-bb91-34c74da8458d,Robert Richard,theresa92@example.com,001-274-732-4004x64308,38,Male,"881 Sanchez Rapids, Andreaborough, WV 11799",East Lynnbury,Utah,75017,f28fa5e3-3366-440d-bcb7-62bc6a051dbe,Have Question,Beauty,212.09,7,2024-07-03,Cash,768.86
1d102e19-b0f5-4ce6-a4db-f1aaecee2441,Heather Austin,anthony09@example.net,246-680-2118x89859,52,Female,"13082 Jennifer Curve Apt. 951, Danielhaven, CA 39862",West Nathanview,Maryland,89899,b8ed9aa0-361f-4728-a82d-f5fb71a6f459,Him Window,Groceries,425.86,9,2024-01-26,PayPal,86.82
06b9b354-7052-486d-bf9e-05d3b21dc048,Jason Morales,cbrowning@example.net,(673)972-9506,33,Male,"48083 York Ramp, Lake Joyland, GU 53579",Port Coryland,Indiana,74950,9b3e0df6-68ee-473c-864f-b4fb2670fb27,Environmental Drop,Home,447.34,10,2024-06-12,Cash,4713.02
3b186fa5-31d8-407d-bedb-30ba9226a09e,Victor Neal,manningbenjamin@example.org,404-325-8356,58,Male,"92284 Gregory Meadows Apt. 136, North Melissa, LA 39778",Sharpchester,Illinois,87575,a67a6a3e-70fd-4688-9acb-f52dacee8cb8,Successful Respond,Home,482.58,3,2024-02-20,Cash,4956.84
22ebf832-ab46-465e-8dc4-2c52eae985aa,Darren Stone,zcross@example.net,001-424-521-8732,46,Female,"07360 Jeffery Turnpike, West Joseph, MT 07625",Trevinoburgh,New Hampshire,53210,cfc043bd-13a3-49cf-930a-a27cf0ca8663,On Order,Home,143.42,10,2024-01-06,PayPal,2920.37
3e83061b-dad3-437b-90f3-c97fe24f0325,Ashley Gutierrez,perezalexa@example.com,904-547-1994x61623,55,Male,"656 Jessica Hill, Schmittshire, SD 73662",Kristenville,Oregon,02232,756d2fb4-42d3-4152-b2ec-a6a00f4651f8,First Back,Groceries,388.49,7,2024-08-18,Credit Card,3871.29
dba8a56d-a8e8-4e8b-9488-5180138b9df5,Kevin Mitchell,moorealexandra@example.org,(405)635-7965x74207,27,Female,"USNS Santana, FPO AA 78569",West Ashley,Montana,40174,0e918998-6351-4ebf-92d9-32e3e66fb2d3,Recent Consumer,Beauty,193.08,1,2024-01-19,Cash,1773.27
3bcd4082-0ca9-4e2c-9a52-326be228a8f2,Mr. Jonathan Jones,gonzalezkent@example.com,254.560.0990x5039,60,Male,"PSC 8111, Box 8947, APO AA 12586",South Cindy,Wisconsin,45484,6a71eed8-9dd5-46fe-b221-c5893cd92941,Much Walk,Home,17.11,7,2024-04-30,PayPal,1983.89
cf45ff39-e351-483e-ba22-99d28884535d,Erica Woods,xyoung@example.net,001-756-955-5206x0090,51,Male,"43714 Vazquez Glens, Lake Kennethview, VA 41857",Robertstad,Tennessee,94492,5f9219eb-6278-4599-8f1d-8e5a73928dd7,Early Week,Beauty,296.96,9,2024-01-17,Credit Card,2790.47
82852008-b560-4908-b57a-e94aac844ad0,Colton Banks,davidbarnes@example.com,205-345-6679,28,Male,"2941 Gabriel Spurs, South Gordonshire, WI 07937",Arnoldburgh,Texas,92336,cdc03798-3463-4a1a-ad07-e2fce766c13c,Couple Trip,Beauty,325.14,1,2024-04-23,Cash,51.62
